customer_id,age,gender,location,tenure_months,monthly_spend,total_spend,login_frequency,support_tickets,product_usage,subscription_type,payment_method,discount_used,churn,customer_lifetime_value,average_monthly_spend,usage_per_month,support_ticket_rate,age_group,tenure_group
C106296,21.0,Male,Other,39,2378.25,83739.53,15.0,5,57.0,Monthly,Credit Card,0,0,112349.6,2147.167435897436,1.4615384615384615,0.1282051282051282,18-25,25+ months
C106297,34.0,Female,Pune,28,3120.28,92926.36,10.0,2,74.0,Monthly,Debit Card,0,0,113077.13,3318.7985714285714,2.642857142857143,0.07142857142857142,26-35,25+ months
C106298,31.0,Male,Kolkata,42,2419.59,108310.61,16.0,2,61.0,Quarterly,Credit Card,1,0,129025.83,2578.8240476190476,1.4523809523809523,0.047619047619047616,26-35,25+ months
C106299,31.0,Male,Chennai,62,1508.15,100406.78,20.0,2,100.0,Monthly,UPI,1,0,108676.57,1619.4641935483871,1.6129032258064515,0.03225806451612903,26-35,25+ months
C106300,30.0,Female,Hyderabad,52,2184.02,101224.53,12.0,1,70.0,Monthly,Debit Card,0,0,135195.27,1946.625576923077,1.3461538461538463,0.019230769230769232,26-35,25+ months
C106301,24.0,Female,Mumbai,22,2553.81,60719.6,4.0,3,75.0,Quarterly,Bank Transfer,0,0,82557.41,2759.981818181818,3.409090909090909,0.13636363636363635,18-25,13-24 months
C106302,61.0,Female,Pune,57,1298.58,80705.93,7.0,2,87.0,Monthly,UPI,0,0,87936.33,1415.8935087719296,1.5263157894736843,0.03508771929824561,51+,25+ months
C106303,32.0,Female,Hyderabad,11,2199.03,24655.95,1.0,4,24.0,Monthly,UPI,1,1,44183.81,2241.4500000000003,2.1818181818181817,0.36363636363636365,26-35,7-12 months
C106304,36.0,Female,Pune,14,1952.1,30359.23,15.0,3,79.0,Monthly,UPI,1,0,57513.59,2168.5164285714286,5.642857142857143,0.21428571428571427,36-50,13-24 months
C106305,60.0,Male,Hyderabad,31,2180.52,67838.82,11.0,2,58.0,Quarterly,UPI,1,0,103631.06,2188.3490322580647,1.8709677419354838,0.06451612903225806,51+,25+ months
C106306,64.0,Female,Mumbai,4,901.78,3879.0,10.0,0,54.0,Monthly,Credit Card,0,0,17827.08,969.75,13.5,0.0,51+,0-6 months
C106307,61.0,Male,Pune,22,1955.81,39699.18,4.0,2,55.0,Annual,Bank Transfer,0,0,56930.32,1804.5081818181818,2.5,0.09090909090909091,51+,13-24 months
C106308,52.0,Male,Hyderabad,64,1637.14,101995.82,11.0,1,67.0,Annual,Bank Transfer,1,0,116304.33,1593.6846875,1.046875,0.015625,51+,25+ months
C106309,34.0,Female,Bengaluru,61,1987.1,118718.99,14.0,1,58.0,Monthly,UPI,0,0,134532.24,1946.2129508196722,0.9508196721311475,0.01639344262295082,26-35,25+ months
C106310,52.0,Female,Hyderabad,6,2528.17,14643.82,13.0,3,71.0,Annual,Credit Card,0,0,53447.42,2440.6366666666668,11.833333333333334,0.5,51+,0-6 months
C106311,36.0,Male,Hyderabad,68,631.8,38954.87,21.0,3,53.0,Monthly,UPI,0,0,62169.83,572.8657352941177,0.7794117647058824,0.04411764705882353,36-50,25+ months
C106312,37.0,Male,Hyderabad,6,2042.68,11968.36,9.0,2,90.0,Monthly,Debit Card,0,0,49008.66,1994.7266666666667,15.0,0.3333333333333333,36-50,0-6 months
C106313,53.0,Female,Hyderabad,66,2770.41,202632.13,14.0,5,66.0,Monthly,Credit Card,0,0,195984.27,3070.183787878788,1.0,0.07575757575757576,51+,25+ months
C106314,44.0,Female,Bengaluru,36,2785.08,101999.46,22.0,2,97.0,Monthly,Bank Transfer,0,0,144846.01,2833.3183333333336,2.6944444444444446,0.05555555555555555,36-50,25+ months
C106315,49.0,Female,Pune,15,3082.55,51372.81,22.0,2,100.0,Annual,UPI,1,0,103865.28,3424.854,6.666666666666667,0.13333333333333333,36-50,13-24 months
C106316,65.0,Male,Kolkata,40,2348.99,98408.59,21.0,1,100.0,Quarterly,Bank Transfer,0,0,128560.64,2460.21475,2.5,0.025,51+,25+ months
C106317,61.0,Female,Chennai,41,2658.48,106648.63,13.0,3,69.0,Monthly,Bank Transfer,0,0,145266.78,2601.1860975609757,1.6829268292682926,0.07317073170731707,51+,25+ months
C106318,57.0,Male,Hyderabad,7,1557.7,10428.17,14.0,4,28.0,Monthly,Debit Card,0,0,33535.27,1489.7385714285715,4.0,0.5714285714285714,51+,7-12 months
C106319,41.0,Male,Bengaluru,22,2022.36,40208.1,13.0,2,79.0,Annual,UPI,1,0,83280.6,1827.640909090909,3.590909090909091,0.09090909090909091,36-50,13-24 months
C106320,34.0,Female,Delhi,72,817.52,58322.86,20.0,0,77.0,Monthly,Credit Card,0,0,72060.68,810.0397222222223,1.0694444444444444,0.0,26-35,25+ months
C106321,44.0,Female,Delhi,11,1475.86,17523.77,9.0,5,65.0,Monthly,UPI,1,0,37525.57,1593.07,5.909090909090909,0.45454545454545453,36-50,7-12 months
C106322,60.0,Male,Other,2,2382.28,4348.76,19.0,0,84.0,Monthly,UPI,1,0,53267.68,2174.38,42.0,0.0,51+,0-6 months
C106323,67.0,Male,Hyderabad,30,2403.78,79502.68,8.0,1,83.0,Annual,UPI,0,0,111494.48,2650.089333333333,2.7666666666666666,0.03333333333333333,51+,25+ months
C106324,18.0,Female,Pune,68,399.0,28378.17,20.0,2,78.0,Monthly,Debit Card,1,0,47888.49,417.3260294117647,1.1470588235294117,0.029411764705882353,18-25,25+ months
C106325,52.0,Male,Mumbai,53,1865.73,104004.38,19.0,3,70.0,Monthly,UPI,0,0,121366.01,1962.3467924528302,1.320754716981132,0.05660377358490566,51+,25+ months
C106326,49.0,Male,Kolkata,21,1500.21,32364.06,21.0,4,95.0,Monthly,UPI,1,0,70223.39,1541.1457142857143,4.523809523809524,0.19047619047619047,36-50,13-24 months
C106327,53.0,Male,Mumbai,25,1882.98,44023.97,19.0,3,100.0,Annual,UPI,1,0,91459.52,1760.9588,4.0,0.12,51+,25+ months
C106328,30.0,Male,Chennai,72,2757.28,188209.59,18.0,2,100.0,Monthly,Credit Card,1,0,206509.82,2614.0220833333333,1.3888888888888888,0.027777777777777776,26-35,25+ months
C106329,23.0,Male,Delhi,5,1110.39,6138.32,31.0,4,100.0,Quarterly,UPI,0,0,50711.38,1227.664,20.0,0.8,18-25,0-6 months
C106330,31.0,Female,Pune,66,1201.51,80077.54,6.0,3,50.0,Monthly,Bank Transfer,0,0,88037.75,1213.2960606060606,0.7575757575757576,0.045454545454545456,26-35,25+ months
C106331,54.0,Female,Bengaluru,49,2939.57,138076.05,24.0,2,100.0,Quarterly,Credit Card,0,0,167842.51,2817.8785714285714,2.0408163265306123,0.04081632653061224,51+,25+ months
C106332,65.0,Female,Hyderabad,8,1685.87,11939.51,27.0,3,64.0,Quarterly,Wallet,0,0,60286.74,1492.43875,8.0,0.375,51+,7-12 months
C106333,32.0,Female,Chennai,27,2467.76,65091.54,13.0,1,73.0,Quarterly,Credit Card,1,0,101556.37,2410.797777777778,2.7037037037037037,0.037037037037037035,26-35,25+ months
C106334,64.0,Female,Hyderabad,2,1915.34,3461.79,21.0,1,100.0,Quarterly,Wallet,1,0,57653.57,1730.895,50.0,0.5,51+,0-6 months
C106335,21.0,Female,Chennai,28,1866.28,48552.75,28.0,3,87.0,Monthly,Bank Transfer,0,0,95214.04,1734.0267857142858,3.107142857142857,0.10714285714285714,18-25,25+ months
C106336,57.0,Female,Other,11,1481.99,17136.29,14.0,3,100.0,Annual,UPI,0,0,51595.64,1557.8445454545456,9.090909090909092,0.2727272727272727,51+,7-12 months
C106337,33.0,Male,Mumbai,46,2532.64,104292.2,14.0,3,65.0,Quarterly,Credit Card,0,0,128932.67,2267.221739130435,1.4130434782608696,0.06521739130434782,26-35,25+ months
C106338,45.0,Female,Delhi,21,2319.71,42963.1,9.0,3,56.0,Monthly,Credit Card,0,0,67742.74,2045.8619047619047,2.6666666666666665,0.14285714285714285,36-50,13-24 months
C106339,33.0,Male,Delhi,42,1537.11,65591.69,31.0,1,93.0,Monthly,Credit Card,0,0,102680.03,1561.7069047619048,2.2142857142857144,0.023809523809523808,26-35,25+ months
C106340,21.0,Female,Pune,32,2055.77,67530.11,24.0,3,64.0,Annual,Bank Transfer,1,0,101311.76,2110.3159375,2.0,0.09375,18-25,25+ months
C106341,62.0,Female,Other,32,2206.12,65595.73,8.0,2,97.0,Monthly,Credit Card,0,0,99778.75,2049.8665625,3.03125,0.0625,51+,25+ months
C106342,43.0,Female,Delhi,71,1261.48,99424.53,20.0,4,61.0,Monthly,UPI,0,0,105298.07,1400.3454929577465,0.8591549295774648,0.056338028169014086,36-50,25+ months
C106343,45.0,Female,Chennai,22,966.81,22849.86,13.0,2,86.0,Annual,UPI,1,0,55208.73,1038.63,3.909090909090909,0.09090909090909091,36-50,13-24 months
C106344,49.0,Male,Bengaluru,21,1876.19,37161.2,4.0,5,78.0,Monthly,Debit Card,0,0,67830.32,1769.5809523809523,3.7142857142857144,0.23809523809523808,36-50,13-24 months
C106345,62.0,Male,Bengaluru,22,1305.58,31965.74,35.0,2,100.0,Monthly,Bank Transfer,0,0,69681.9,1452.9881818181818,4.545454545454546,0.09090909090909091,51+,13-24 months
C106346,19.0,Male,Bengaluru,34,2375.25,78459.83,10.0,4,92.0,Quarterly,UPI,0,0,109300.22,2307.6420588235296,2.7058823529411766,0.11764705882352941,18-25,25+ months
C106347,48.0,Male,Bengaluru,10,1868.77,16877.31,12.0,2,57.0,Annual,UPI,0,0,53359.49,1687.7310000000002,5.7,0.2,36-50,7-12 months
C106348,20.0,Male,Delhi,65,946.57,61745.4,14.0,4,76.0,Monthly,UPI,0,0,74466.9,949.9292307692308,1.1692307692307693,0.06153846153846154,18-25,25+ months
C106349,25.0,Male,Mumbai,65,1923.09,135739.61,12.0,1,65.0,Quarterly,Bank Transfer,0,0,132694.98,2088.301692307692,1.0,0.015384615384615385,18-25,25+ months
C106350,41.0,Male,Hyderabad,67,989.17,62112.8,15.0,1,100.0,Monthly,Credit Card,0,0,87066.95,927.0567164179105,1.492537313432836,0.014925373134328358,36-50,25+ months
C106351,32.0,Female,Other,43,2096.51,93991.96,23.0,2,88.0,Monthly,Debit Card,0,0,119726.01,2185.859534883721,2.046511627906977,0.046511627906976744,26-35,25+ months
C106352,60.0,Male,Chennai,41,681.06,28912.32,13.0,1,100.0,Annual,Wallet,1,0,53218.95,705.1785365853658,2.4390243902439024,0.024390243902439025,51+,25+ months
C106353,48.0,Male,Mumbai,13,2065.58,26490.2,19.0,1,100.0,Annual,Credit Card,1,0,70261.67,2037.7076923076925,7.6923076923076925,0.07692307692307693,36-50,13-24 months
C106354,26.0,Male,Delhi,4,1858.615,9180.7,17.0,2,49.0,Annual,Credit Card,0,0,47582.87,2295.175,12.25,0.5,26-35,0-6 months
C106355,56.0,Female,Mumbai,23,1269.53,29350.64,6.0,2,65.0,Annual,UPI,1,0,61768.15,1276.1147826086956,2.8260869565217392,0.08695652173913043,51+,13-24 months
C106356,62.0,Male,Bengaluru,70,2625.29,165598.33,18.0,1,80.0,Quarterly,Bank Transfer,0,0,189399.1,2365.6904285714286,1.1428571428571428,0.014285714285714285,51+,25+ months
C106357,19.0,Female,Pune,34,795.12,25579.59,15.0,1,70.0,Monthly,Credit Card,1,0,49478.01,752.3408823529412,2.0588235294117645,0.029411764705882353,18-25,25+ months
C106358,25.0,Male,Hyderabad,41,1999.01,75429.03,3.0,6,52.0,Monthly,Credit Card,0,0,102845.45,1839.7324390243903,1.2682926829268293,0.14634146341463414,18-25,25+ months
C106359,24.0,Female,Mumbai,18,768.76,13357.77,7.0,1,63.0,Quarterly,UPI,0,1,33654.99,742.0983333333334,3.5,0.05555555555555555,18-25,13-24 months
C106360,61.0,Female,Bengaluru,33,1099.69,39239.73,20.0,2,90.0,Quarterly,UPI,1,0,55384.96,1189.0827272727274,2.727272727272727,0.06060606060606061,51+,25+ months
C106361,68.0,Male,Mumbai,25,2013.09,50744.63,32.0,3,100.0,Monthly,Credit Card,0,0,92028.65,2029.7851999999998,4.0,0.12,51+,25+ months
C106362,56.0,Male,Hyderabad,52,1858.615,106733.06,16.0,3,52.0,Quarterly,Wallet,1,0,116735.41,2052.558846153846,1.0,0.057692307692307696,51+,25+ months
C106363,59.0,Male,Pune,17,1897.79,34591.29,1.0,4,31.0,Quarterly,UPI,0,0,61021.81,2034.7817647058823,1.8235294117647058,0.23529411764705882,51+,13-24 months
C106364,33.0,Female,Bengaluru,51,2531.08,130604.38,18.0,1,49.0,Annual,UPI,0,0,131873.07,2560.8701960784315,0.9607843137254902,0.0196078431372549,26-35,25+ months
C106365,52.0,Male,Kolkata,3,1229.65,3464.84,4.0,1,64.0,Annual,Debit Card,1,0,24279.27,1154.9466666666667,21.333333333333332,0.3333333333333333,51+,0-6 months
C106366,47.0,Female,Kolkata,55,808.52,41189.41,12.0,0,75.0,Monthly,Bank Transfer,0,0,70271.6,748.8983636363637,1.3636363636363635,0.0,36-50,25+ months
C106367,27.0,Female,Bengaluru,56,2216.19,138572.52,29.0,0,88.0,Monthly,Credit Card,0,0,150199.02,2474.5092857142854,1.5714285714285714,0.0,26-35,25+ months
C106368,55.0,Female,Chennai,35,663.99,20990.5,10.0,1,62.0,Quarterly,UPI,0,0,38465.26,599.7285714285714,1.7714285714285714,0.02857142857142857,51+,25+ months
C106369,35.0,Male,Delhi,68,1010.82,75725.36,19.0,1,71.0,Monthly,Credit Card,0,0,79157.14,1113.6082352941175,1.0441176470588236,0.014705882352941176,26-35,25+ months
C106370,67.0,Male,Hyderabad,59,1970.19,121506.35,14.0,5,39.0,Annual,UPI,0,0,117800.75,2059.4296610169495,0.6610169491525424,0.0847457627118644,51+,25+ months
C106371,22.0,Female,Hyderabad,59,1993.63,110145.97,17.0,5,68.0,Monthly,UPI,0,0,132266.65,1866.8808474576272,1.152542372881356,0.0847457627118644,18-25,25+ months
C106372,70.0,Female,Hyderabad,13,1985.5,25302.7,2.0,0,79.0,Quarterly,Credit Card,1,0,64859.55,1946.3615384615384,6.076923076923077,0.0,51+,13-24 months
C106373,46.0,Female,Mumbai,62,1182.38,79223.63,17.0,2,69.0,Annual,Debit Card,0,0,96238.1,1277.8004838709678,1.1129032258064515,0.03225806451612903,36-50,25+ months
C106374,56.0,Female,Hyderabad,47,1814.61,83285.41,23.0,1,42.0,Quarterly,Credit Card,0,0,110417.22,1772.03,0.8936170212765957,0.02127659574468085,51+,25+ months
C106375,51.0,Female,Bengaluru,3,1103.72,3151.05,6.0,4,100.0,Quarterly,Bank Transfer,0,0,34386.81,1050.3500000000001,33.333333333333336,1.3333333333333333,51+,0-6 months
C106376,60.0,Female,Delhi,21,2285.31,44266.26,23.0,4,59.0,Annual,UPI,0,0,90864.61,2107.917142857143,2.8095238095238093,0.19047619047619047,51+,13-24 months
C106377,62.0,Female,Hyderabad,65,2149.24,125460.29,8.0,1,72.0,Annual,Debit Card,1,0,144300.67,1930.1583076923075,1.1076923076923078,0.015384615384615385,51+,25+ months
C106378,40.0,Male,Hyderabad,18,2615.97,52071.36,22.0,0,86.0,Annual,UPI,0,0,94410.35,2892.8533333333335,4.777777777777778,0.0,36-50,13-24 months
C106379,22.0,Female,Kolkata,13,1647.54,22270.55,10.0,0,100.0,Quarterly,Debit Card,0,0,64077.75,1713.1192307692306,7.6923076923076925,0.0,18-25,13-24 months
C106380,47.0,Male,Delhi,71,1496.77,99228.79,7.0,2,65.0,Quarterly,Debit Card,1,0,114630.48,1397.5885915492956,0.9154929577464789,0.028169014084507043,36-50,25+ months
C106381,23.0,Male,Bengaluru,45,3173.44,144450.1,20.0,1,84.0,Annual,UPI,0,0,173230.27,3210.0022222222224,1.8666666666666667,0.022222222222222223,18-25,25+ months
C106382,63.0,Female,Hyderabad,62,599.93,40609.95,17.0,2,63.0,Monthly,Credit Card,0,1,46631.01,654.9991935483871,1.0161290322580645,0.03225806451612903,51+,25+ months
C106383,61.0,Male,Mumbai,30,3253.63,98226.03,4.0,2,55.0,Annual,Credit Card,1,0,124775.28,3274.201,1.8333333333333333,0.06666666666666667,51+,25+ months
C106384,21.0,Male,Bengaluru,14,1907.16,25352.17,23.0,4,75.0,Annual,Wallet,0,0,67216.3,1810.8692857142855,5.357142857142857,0.2857142857142857,18-25,13-24 months
C106385,46.0,Male,Other,53,903.5,45381.44,6.0,6,91.0,Quarterly,Credit Card,0,0,72627.54,856.2535849056604,1.7169811320754718,0.11320754716981132,36-50,25+ months
C106386,40.0,Female,Delhi,10,1400.06,12430.37,12.0,4,91.0,Monthly,UPI,0,0,60215.31,1243.037,9.1,0.4,36-50,7-12 months
C106387,23.0,Female,Other,72,2326.73,148307.78,17.0,1,59.0,Monthly,UPI,0,0,178695.01,2059.8302777777776,0.8194444444444444,0.013888888888888888,18-25,25+ months
C106388,49.0,Female,Pune,31,2306.07,70650.48,9.0,5,77.0,Monthly,UPI,0,0,99111.8,2279.047741935484,2.4838709677419355,0.16129032258064516,36-50,25+ months
C106389,59.0,Male,Mumbai,6,3133.17,18637.68,20.0,3,81.0,Monthly,UPI,0,0,72857.81,3106.28,13.5,0.5,51+,0-6 months
C106390,35.0,Male,Delhi,19,1907.01,38123.58,19.0,2,72.0,Monthly,Credit Card,0,0,67210.15,2006.5042105263158,3.789473684210526,0.10526315789473684,26-35,13-24 months
C106391,32.0,Male,Pune,12,2232.62,29876.36,15.0,3,44.0,Annual,Debit Card,0,0,53069.16,2489.6966666666667,3.6666666666666665,0.25,26-35,7-12 months
C106392,57.0,Male,Mumbai,64,2627.52,152235.02,1.0,1,69.0,Annual,UPI,0,0,176376.69,2378.6721875,1.078125,0.015625,51+,25+ months
C106393,49.0,Female,Hyderabad,55,503.16,24366.68,23.0,1,88.0,Monthly,Credit Card,0,0,63743.86,443.03054545454546,1.6,0.01818181818181818,36-50,25+ months
C106394,26.0,Male,Chennai,67,1970.04,118158.22,16.0,2,68.0,Annual,UPI,1,0,142480.59,1763.5555223880597,1.0149253731343284,0.029850746268656716,26-35,25+ months
C106395,54.0,Male,Hyderabad,9,1920.21,16772.26,11.0,1,63.0,Quarterly,UPI,1,0,54990.21,1863.5844444444442,7.0,0.1111111111111111,51+,7-12 months
C106396,27.0,Male,Delhi,6,812.68,5229.06,16.0,4,100.0,Monthly,Bank Transfer,1,0,26995.81,871.5100000000001,16.666666666666668,0.6666666666666666,26-35,0-6 months
C106397,37.0,Male,Delhi,1,1959.48,1839.74,22.0,1,69.0,Annual,Credit Card,0,0,36478.38,1839.74,69.0,1.0,36-50,0-6 months
C106398,23.0,Male,Other,42,1381.75,53035.22,18.0,3,97.0,Monthly,Wallet,0,0,78963.33,1262.7433333333333,2.3095238095238093,0.07142857142857142,18-25,25+ months
C106399,65.0,Female,Delhi,55,1972.77,95695.84,16.0,4,68.0,Annual,Wallet,1,0,124747.76,1739.9243636363635,1.2363636363636363,0.07272727272727272,51+,25+ months
C106400,20.0,Female,Pune,49,2872.78,143963.16,4.0,2,67.0,Quarterly,Credit Card,0,0,149454.94,2938.0236734693876,1.3673469387755102,0.04081632653061224,18-25,25+ months
C106401,59.0,Female,Bengaluru,30,3145.26,94240.06,3.0,0,59.0,Quarterly,Debit Card,0,0,122673.91,3141.3353333333334,1.9666666666666666,0.0,51+,25+ months
C106402,28.0,Female,Bengaluru,35,1973.96,72138.32,14.0,3,71.0,Annual,Credit Card,1,0,81842.47,2061.0948571428576,2.0285714285714285,0.08571428571428572,26-35,25+ months
C106403,60.0,Male,Kolkata,63,2124.69,138739.32,19.0,0,51.0,Monthly,Debit Card,1,0,141724.08,2202.2114285714288,0.8095238095238095,0.0,51+,25+ months
C106404,44.0,Female,Pune,22,2756.18,63059.97,23.0,1,96.0,Annual,UPI,1,0,107475.67,2866.3622727272727,4.363636363636363,0.045454545454545456,36-50,13-24 months
C106405,49.0,Female,Delhi,43,2053.55,91463.62,25.0,2,68.0,Quarterly,UPI,0,0,116584.8,2127.060930232558,1.5813953488372092,0.046511627906976744,36-50,25+ months
C106406,21.0,Male,Bengaluru,28,1055.93,27391.24,31.0,1,56.0,Annual,Credit Card,1,0,62033.99,978.2585714285715,2.0,0.03571428571428571,18-25,25+ months
C106407,21.0,Female,Delhi,18,1820.5,32141.5,14.0,0,94.0,Quarterly,UPI,1,0,86541.97,1785.638888888889,5.222222222222222,0.0,18-25,13-24 months
C106408,34.0,Female,Kolkata,32,1412.38,41930.58,18.0,1,100.0,Monthly,Bank Transfer,0,0,83780.6,1310.330625,3.125,0.03125,26-35,25+ months
C106409,58.0,Male,Bengaluru,69,2579.61,194606.16,16.0,2,74.0,Annual,UPI,0,0,181688.12,2820.379130434783,1.0724637681159421,0.028985507246376812,51+,25+ months
C106410,36.0,Female,Delhi,54,1858.615,76792.89,11.0,2,77.0,Monthly,Debit Card,0,0,81059.79,1422.0905555555555,1.4259259259259258,0.037037037037037035,36-50,25+ months
C106411,22.0,Female,Chennai,34,2091.49,75924.07,24.0,2,100.0,Annual,Credit Card,0,0,111801.34,2233.0608823529415,2.9411764705882355,0.058823529411764705,18-25,25+ months
C106412,49.0,Female,Hyderabad,31,2242.36,65735.42,21.0,2,58.0,Annual,UPI,1,0,101790.24,2120.4974193548387,1.8709677419354838,0.06451612903225806,36-50,25+ months
C106413,39.0,Female,Pune,4,1231.13,5311.44,14.0,3,77.0,Quarterly,UPI,1,0,31316.97,1327.86,19.25,0.75,36-50,0-6 months
C106414,23.0,Male,Hyderabad,14,1318.34,16895.89,9.0,3,98.0,Annual,UPI,0,0,53577.13,1206.8492857142858,7.0,0.21428571428571427,18-25,13-24 months
C106415,52.0,Male,Bengaluru,15,1004.87,13275.46,6.0,4,68.0,Monthly,Credit Card,0,0,33714.25,885.0306666666667,4.533333333333333,0.26666666666666666,51+,13-24 months
C106416,39.0,Female,Pune,60,2881.47,192986.88,10.0,2,63.0,Monthly,UPI,1,0,176712.66,3216.448,1.05,0.03333333333333333,36-50,25+ months
C106417,44.0,Female,Pune,20,2209.9,39313.51,18.0,2,77.0,Quarterly,Debit Card,0,0,85364.31,1965.6755,3.85,0.1,36-50,13-24 months
C106418,37.0,Female,Bengaluru,20,2042.49,38796.82,11.0,3,52.0,Annual,UPI,0,0,66011.79,1939.841,2.6,0.15,36-50,13-24 months
C106419,39.0,Male,Other,49,2404.26,110362.8,16.0,3,100.0,Monthly,UPI,0,0,152163.88,2252.3020408163266,2.0408163265306123,0.061224489795918366,36-50,25+ months
C106420,65.0,Male,Hyderabad,68,2855.83,183031.17,12.0,7,92.0,Annual,Wallet,1,0,189085.3,2691.6348529411766,1.3529411764705883,0.10294117647058823,51+,25+ months
C106421,28.0,Male,Other,18,1780.77,29920.84,14.0,3,85.0,Quarterly,Bank Transfer,0,0,75274.05,1662.2688888888888,4.722222222222222,0.16666666666666666,26-35,13-24 months
C106422,30.0,Male,Delhi,24,2056.4,44876.27,18.0,5,78.0,Monthly,UPI,1,0,82655.56,1869.8445833333333,3.25,0.20833333333333334,26-35,13-24 months
C106423,59.0,Male,Chennai,27,1355.25,38985.55,13.0,1,68.0,Monthly,Wallet,0,0,57711.96,1443.9092592592594,2.5185185185185186,0.037037037037037035,51+,25+ months
C106424,20.0,Male,Hyderabad,33,2908.1,101814.96,8.0,1,54.0,Monthly,Credit Card,0,0,125065.97,3085.3018181818184,1.6363636363636365,0.030303030303030304,18-25,25+ months
C106425,26.0,Male,Bengaluru,64,1828.56,123199.29,12.0,0,51.0,Monthly,Credit Card,1,0,120995.26,1924.98890625,0.796875,0.0,26-35,25+ months
C106426,29.0,Male,Hyderabad,25,1858.615,72502.18,20.0,2,100.0,Annual,Credit Card,0,0,109318.27,2900.0872,4.0,0.08,26-35,25+ months
C106427,40.0,Male,Delhi,69,2605.35,179315.69,17.0,2,94.0,Monthly,Debit Card,0,0,174747.75,2598.778115942029,1.3623188405797102,0.028985507246376812,36-50,25+ months
C106428,31.0,Other,Bengaluru,18,1905.36,34991.6,16.0,2,52.0,Monthly,UPI,0,0,69984.65,1943.9777777777776,2.888888888888889,0.1111111111111111,26-35,13-24 months
C106429,50.0,Female,Bengaluru,45,2538.75,101379.93,13.0,2,67.0,Quarterly,Debit Card,0,0,136804.03,2252.887333333333,1.488888888888889,0.044444444444444446,36-50,25+ months
C106430,35.0,Male,Pune,20,1205.73,23985.78,9.0,4,63.0,Annual,Bank Transfer,0,0,49050.65,1199.289,3.15,0.2,26-35,13-24 months
C106431,66.0,Female,Bengaluru,35,1541.96,58533.99,4.0,2,79.0,Quarterly,UPI,0,0,77142.82,1672.3997142857143,2.257142857142857,0.05714285714285714,51+,25+ months
C106432,58.0,Female,Mumbai,6,2361.11,13183.96,17.0,4,96.0,Monthly,Bank Transfer,1,0,62465.58,2197.3266666666664,16.0,0.6666666666666666,51+,0-6 months
C106433,26.0,Female,Hyderabad,9,1813.34,17134.39,14.0,2,53.0,Annual,Credit Card,0,0,63584.01,1903.8211111111111,5.888888888888889,0.2222222222222222,26-35,7-12 months
C106434,40.0,Male,Delhi,52,2584.11,121315.76,17.0,1,58.0,Monthly,UPI,0,0,146583.48,2332.9953846153844,1.1153846153846154,0.019230769230769232,36-50,25+ months
C106435,27.0,Male,Delhi,28,2068.84,52051.4,22.0,0,66.0,Monthly,UPI,0,0,86118.83,1858.9785714285715,2.357142857142857,0.0,26-35,25+ months
C106436,36.0,Female,Pune,19,3206.7,64422.7,8.0,5,63.0,Monthly,Debit Card,1,0,95277.35,3390.6684210526314,3.3157894736842106,0.2631578947368421,36-50,13-24 months
C106437,64.0,Male,Hyderabad,63,1988.67,119504.93,1.0,4,20.0,Annual,Bank Transfer,1,0,109226.6,1896.9036507936507,0.31746031746031744,0.06349206349206349,51+,25+ months
C106438,22.0,Female,Hyderabad,7,1800.1,12095.97,19.0,2,27.0,Quarterly,UPI,1,0,48932.05,1727.9957142857143,3.857142857142857,0.2857142857142857,18-25,7-12 months
C106439,64.0,Female,Hyderabad,37,2239.11,83878.17,24.0,3,82.0,Annual,Credit Card,0,0,121596.56,2266.9775675675673,2.2162162162162162,0.08108108108108109,51+,25+ months
C106440,69.0,Other,Hyderabad,36,2329.48,89431.74,13.0,4,76.0,Monthly,Credit Card,0,0,109412.11,2484.215,2.111111111111111,0.1111111111111111,51+,25+ months
C106441,40.0,Male,Hyderabad,17,964.01,18120.15,14.0,3,71.0,Monthly,Credit Card,0,0,37533.82,1065.8911764705883,4.176470588235294,0.17647058823529413,36-50,13-24 months
C106442,47.0,Male,Mumbai,37,1812.24,63128.59,12.0,1,96.0,Monthly,Bank Transfer,1,0,98645.15,1706.178108108108,2.5945945945945947,0.02702702702702703,36-50,25+ months
C106443,42.0,Male,Mumbai,60,1935.34,116450.48,19.0,1,39.0,Monthly,Credit Card,0,0,121401.75,1940.8413333333333,0.65,0.016666666666666666,36-50,25+ months
C106444,45.0,Female,Pune,49,1872.71,91257.77,6.0,2,100.0,Annual,UPI,0,0,118568.8,1862.4034693877552,2.0408163265306123,0.04081632653061224,36-50,25+ months
C106445,51.0,Male,Chennai,56,1939.06,103770.97,24.0,0,76.0,Monthly,Credit Card,0,0,134956.44,1853.0530357142857,1.3571428571428572,0.0,51+,25+ months
C106446,62.0,Female,Mumbai,34,1361.34,49436.27,15.0,1,73.0,Monthly,UPI,0,0,73674.87,1454.0079411764705,2.1470588235294117,0.029411764705882353,51+,25+ months
C106447,65.0,Male,Other,30,740.16,21821.12,13.0,1,79.0,Quarterly,Credit Card,1,0,47587.41,727.3706666666666,2.6333333333333333,0.03333333333333333,51+,25+ months
C106448,64.0,Male,Mumbai,27,1633.08,43529.77,10.0,0,47.0,Monthly,UPI,0,0,61017.0,1612.2137037037037,1.7407407407407407,0.0,51+,25+ months
