customer_id,age,gender,location,tenure_months,monthly_spend,total_spend,login_frequency,support_tickets,product_usage,subscription_type,payment_method,discount_used,churn,customer_lifetime_value
C105784,41.0,Male,Delhi,38,1697.55,65151.22,12.0,1,100.0,Monthly,Debit Card,0,0,99734.18
C105785,27.0,Male,Pune,54,2258.21,125478.28,13.0,4,83.0,Monthly,UPI,0,0,136691.42
C105786,49.0,Male,Pune,36,2905.99,107573.22,12.0,1,90.0,Monthly,Debit Card,0,0,139230.7
C105787,69.0,Male,Bengaluru,67,985.41,71544.99,9.0,6,91.0,Monthly,Debit Card,0,0,88861.83
C105788,32.0,Male,Pune,11,2351.24,25970.06,17.0,1,77.0,Annual,UPI,1,0,68106.45
C105789,54.0,Male,Delhi,27,1116.23,32136.97,1.0,0,73.0,Annual,UPI,0,0,59426.4
C105790,37.0,Female,Other,17,2719.31,49114.12,28.0,2,100.0,Monthly,Bank Transfer,1,0,107551.36
C105791,20.0,Male,Chennai,33,1158.8,34524.39,13.0,1,83.0,Monthly,UPI,0,0,67628.2
C105792,54.0,Male,Other,5,1579.65,7806.79,7.0,1,51.0,Annual,Credit Card,0,0,37062.57
C105793,57.0,Male,Pune,62,1672.73,103333.24,11.0,1,57.0,Annual,Debit Card,1,0,109120.98
C105794,25.0,Female,Pune,65,1981.34,135808.15,8.0,1,72.0,Monthly,Bank Transfer,1,0,127296.15
C105795,57.0,Male,Hyderabad,71,1992.55,135854.69,8.0,2,42.0,Monthly,UPI,1,0,130844.34
C105796,61.0,Male,Mumbai,67,2191.04,157676.21,13.0,0,62.0,Monthly,Credit Card,0,0,156105.08
C105797,40.0,Male,Mumbai,44,2601.47,117205.55,21.0,3,68.0,Monthly,UPI,1,1,136914.39
C105798,57.0,Female,Hyderabad,14,1861.08,23509.76,23.0,1,50.0,Annual,Debit Card,0,0,60892.09
C105799,28.0,Female,Bengaluru,57,1367.3,77973.89,19.0,4,82.0,Monthly,Credit Card,0,0,93445.82
C105800,63.0,Female,Other,48,1190.19,61309.88,8.0,3,72.0,Monthly,UPI,0,0,93373.43
C105801,25.0,Male,Chennai,17,1895.7,35528.87,15.0,1,81.0,Monthly,Bank Transfer,1,0,75049.39
C105802,46.0,Female,Hyderabad,44,1797.38,70723.96,8.0,6,25.0,Monthly,Debit Card,0,0,87811.75
C105803,47.0,Female,Mumbai,4,900.66,3677.05,16.0,3,55.0,Quarterly,Wallet,0,1,22028.63
C105804,27.0,Male,Hyderabad,30,2268.89,72909.36,19.0,3,97.0,Monthly,Credit Card,1,0,98948.79
C105805,56.0,Male,Mumbai,55,1520.66,81276.37,22.0,3,91.0,Monthly,Debit Card,0,0,106682.97
C105806,45.0,Male,Mumbai,30,3047.95,89071.64,16.0,1,94.0,Annual,Credit Card,1,0,129797.1
C105807,66.0,Female,Bengaluru,18,1694.97,32643.63,12.0,3,57.0,Monthly,Credit Card,0,0,52463.87
C105808,53.0,Male,Pune,44,1099.88,42993.12,16.0,2,71.0,Monthly,Debit Card,1,0,75794.54
C105809,30.0,Male,Hyderabad,62,1979.12,114084.23,12.0,2,100.0,Monthly,UPI,0,0,144443.47
C105810,49.0,Male,Kolkata,31,2481.47,85680.94,13.0,1,50.0,Monthly,Credit Card,0,0,104312.73
C105811,53.0,Female,Other,16,2074.39,34105.24,20.0,2,74.0,Monthly,Credit Card,0,0,76363.06
C105812,54.0,Female,Hyderabad,23,2617.34,64788.86,18.0,3,72.0,Monthly,Debit Card,1,0,95635.71
C105813,43.0,Female,Pune,14,1296.17,19373.56,14.0,0,64.0,Quarterly,Credit Card,1,0,44556.34
C105814,39.0,Female,Mumbai,2,2216.86,4819.93,14.0,2,64.0,Monthly,UPI,1,0,38825.18
C105815,21.0,Female,Chennai,12,2596.99,31995.71,11.0,2,100.0,Quarterly,Wallet,1,0,89469.64
C105816,48.0,Male,Bengaluru,58,2277.86,121515.88,24.0,2,84.0,Annual,Bank Transfer,0,0,162435.72
C105817,35.0,Male,Chennai,56,2506.66,143295.37,23.0,4,72.0,Monthly,Credit Card,0,0,161771.47
C105818,55.0,Female,Other,24,1868.99,42985.76,23.0,2,100.0,Quarterly,Wallet,0,0,84952.2
C105819,41.0,Other,Hyderabad,37,2800.86,110564.67,14.0,3,53.0,Annual,UPI,0,0,131910.8
C105820,40.0,Female,Hyderabad,29,2503.02,75350.4,17.0,1,61.0,Annual,Credit Card,0,0,103214.4
C105821,39.0,Male,Bengaluru,42,1603.78,61389.07,18.0,1,41.0,Quarterly,UPI,0,0,95146.66
C105822,19.0,Male,Mumbai,18,1563.3,30347.26,19.0,2,65.0,Monthly,Wallet,0,0,65061.46
C105823,48.0,Male,Other,3,2184.51,6609.66,7.0,0,66.0,Monthly,Credit Card,1,0,53064.95
C105824,28.0,Female,Mumbai,13,1552.76,20898.57,29.0,4,84.0,Monthly,Credit Card,1,0,48045.55
C105825,45.0,Female,Bengaluru,29,2197.67,59699.4,1.0,2,69.0,Annual,Debit Card,0,0,95424.07
C105826,63.0,Female,Chennai,66,1815.53,122903.7,6.0,3,64.0,Monthly,Credit Card,1,0,119709.16
C105827,49.0,Female,Chennai,59,1236.08,68655.04,3.0,2,75.0,Quarterly,Debit Card,0,0,83763.56
C105828,22.0,Male,Hyderabad,48,1753.49,84465.71,14.0,1,81.0,Quarterly,UPI,0,0,114909.59
C105829,55.0,Male,Mumbai,4,1474.09,5883.32,16.0,4,55.0,Monthly,Debit Card,0,0,41533.31
C105830,27.0,Male,Hyderabad,51,1975.37,106331.41,15.0,2,88.0,Monthly,Debit Card,0,0,119051.06
C105831,57.0,Female,Pune,5,2180.92,9820.14,2.0,5,91.0,Annual,Debit Card,0,0,50049.82
C105832,63.0,Male,Mumbai,39,1881.91,66398.88,19.0,5,100.0,Annual,UPI,0,0,107217.69
C105833,44.0,Female,Pune,41,1702.56,70261.12,13.0,2,75.0,Monthly,Wallet,1,0,102098.33
C105834,52.0,Female,Other,5,905.34,4097.73,15.0,2,94.0,Monthly,UPI,0,0,43363.8
C105835,61.0,Male,Other,8,2297.05,19691.11,30.0,3,100.0,Monthly,UPI,1,0,71862.24
C105836,65.0,Male,Hyderabad,56,1482.95,90097.51,12.0,2,87.0,Monthly,Debit Card,0,0,107551.19
C105837,40.0,Male,Other,25,2451.01,58155.85,15.0,2,64.0,Monthly,Bank Transfer,0,0,95733.73
C105838,34.0,Female,Pune,52,1858.615,31136.58,9.0,4,82.0,Monthly,Debit Card,0,0,49514.26
C105839,18.0,Male,Pune,52,2293.07,115058.23,24.0,1,85.0,Monthly,Wallet,0,0,137588.51
C105840,48.0,Male,Hyderabad,7,1594.43,10235.01,23.0,1,100.0,Monthly,UPI,1,0,54566.73
C105841,48.0,Female,Hyderabad,61,2683.32,182492.02,17.0,1,84.0,Monthly,UPI,1,0,182678.38
C105842,59.0,Female,Other,47,2856.71,143513.18,12.0,5,73.0,Annual,Debit Card,1,0,148900.02
C105843,59.0,Female,Hyderabad,66,3563.99,263267.4,14.0,2,94.0,Annual,Bank Transfer,0,0,248404.44
C105844,70.0,Female,Hyderabad,59,2419.99,127492.0,28.0,0,95.0,Monthly,Credit Card,1,0,163968.55
C105845,51.0,Female,Bengaluru,5,1295.9,6120.98,19.0,7,100.0,Monthly,UPI,0,0,50569.35
C105846,26.0,Female,Kolkata,44,2674.6,106268.32,7.0,1,71.0,Annual,UPI,0,0,136130.1
C105847,39.0,Male,Chennai,42,2201.9,90606.47,17.0,1,100.0,Annual,Bank Transfer,0,0,127450.5
C105848,30.0,Male,Kolkata,61,1335.12,85021.37,15.0,2,85.0,Monthly,UPI,0,0,107459.49
C105849,42.0,Female,Bengaluru,63,2398.8,158177.28,16.0,3,85.0,Quarterly,Credit Card,0,0,162149.58
C105850,65.0,Female,Bengaluru,50,1849.48,102725.3,13.0,4,58.0,Monthly,Bank Transfer,0,0,92507.28
C105851,35.0,Female,Mumbai,38,3739.15,148646.94,17.0,2,52.0,Annual,UPI,0,0,168370.48
C105852,68.0,Female,Mumbai,54,2323.72,127394.59,14.0,2,100.0,Annual,Credit Card,1,0,144952.16
C105853,29.0,Female,Chennai,44,1659.26,66972.92,13.0,0,67.0,Quarterly,Bank Transfer,1,0,81992.54
C105854,57.0,Male,Bengaluru,24,703.06,18245.05,17.0,3,96.0,Annual,Wallet,0,0,53345.5
C105855,34.0,Male,Hyderabad,63,470.59,28260.71,16.0,2,44.0,Monthly,UPI,0,0,47408.55
C105856,32.0,Male,Bengaluru,39,1538.64,56551.9,26.0,3,77.0,Monthly,Credit Card,1,0,78728.2
C105857,59.0,Female,Delhi,12,2271.86,25645.85,13.0,1,96.0,Monthly,Bank Transfer,0,0,78528.01
C105858,32.0,Male,Bengaluru,63,2502.67,155993.8,6.0,2,87.0,Monthly,Credit Card,1,0,159028.22
C105859,32.0,Male,Hyderabad,9,2674.56,21249.72,20.0,1,85.0,Annual,UPI,0,0,79123.45
C105860,56.0,Male,Hyderabad,22,794.14,16614.34,21.0,0,65.0,Annual,Debit Card,0,0,39198.48
C105861,30.0,Male,Bengaluru,36,1614.32,59791.28,3.0,2,71.0,Annual,Wallet,0,0,75117.71
C105862,44.0,Male,Kolkata,28,1247.36,35074.75,16.0,2,66.0,Monthly,Bank Transfer,0,0,55252.61
C105863,49.0,Male,Bengaluru,56,2608.48,134771.23,13.0,2,73.0,Annual,Bank Transfer,0,0,162730.4
C105864,26.0,Female,Hyderabad,29,1587.84,48185.89,19.0,0,67.0,Monthly,Credit Card,0,0,79463.69
C105865,57.0,Male,Chennai,5,2610.46,14188.41,18.0,2,9.0,Monthly,UPI,1,1,51864.01
C105866,37.0,Male,Delhi,4,1830.53,7890.43,18.0,2,47.0,Quarterly,UPI,0,0,44327.69
C105867,43.0,Female,Mumbai,51,1587.75,90460.59,21.0,1,92.0,Monthly,Credit Card,0,0,115223.46
C105868,44.0,Female,Bengaluru,15,1951.38,32675.09,19.0,3,76.0,Annual,Bank Transfer,1,0,68234.73
C105869,38.0,Male,Delhi,60,898.69,58634.33,26.0,3,100.0,Monthly,Credit Card,1,0,70292.01
C105870,35.0,Male,Delhi,26,1462.39,38801.39,15.0,3,49.0,Monthly,UPI,0,0,53466.42
C105871,30.0,Female,Hyderabad,23,2385.81,59099.92,15.0,4,100.0,Annual,Debit Card,0,0,102108.43
C105872,33.0,Male,Hyderabad,29,1715.2,55535.79,12.0,0,83.0,Monthly,Bank Transfer,0,0,87697.74
C105873,26.0,Male,Mumbai,57,853.6,48765.84,12.0,5,36.0,Monthly,Debit Card,0,0,50337.72
C105874,29.0,Male,Delhi,62,399.0,23542.24,15.0,0,79.0,Monthly,UPI,0,0,52739.92
C105875,61.0,Male,Other,59,915.11,54575.06,21.0,1,89.0,Monthly,Debit Card,0,0,78980.91
C105876,55.0,Female,Chennai,48,1093.77,57137.79,14.0,1,71.0,Monthly,UPI,0,0,76937.04
C105877,36.0,Female,Pune,35,2644.87,89740.74,17.0,4,100.0,Annual,Credit Card,0,0,119302.0
C105878,24.0,Female,Hyderabad,46,1258.73,54015.26,25.0,1,76.0,Annual,Credit Card,1,0,80518.99
C105879,52.0,Female,Kolkata,33,1492.4,49372.09,22.0,0,42.0,Monthly,UPI,1,0,78068.99
C105880,65.0,Male,Delhi,71,999.67,77979.91,8.0,3,79.0,Monthly,Credit Card,0,0,89925.19
C105881,35.0,Female,Delhi,10,2279.93,21119.83,5.0,1,54.0,Annual,Credit Card,0,0,56833.49
C105882,33.0,Male,Hyderabad,48,2247.73,106237.45,1.0,4,64.0,Quarterly,Wallet,1,0,126094.34
C105883,56.0,Male,Hyderabad,44,2434.81,107714.26,21.0,5,71.0,Annual,Credit Card,1,0,131333.87
C105884,21.0,Female,Delhi,70,1746.33,120551.75,1.0,0,80.0,Quarterly,Debit Card,1,0,120677.98
C105885,42.0,Female,Hyderabad,63,2186.88,125635.61,11.0,2,42.0,Annual,UPI,0,0,142633.27
C105886,49.0,Male,Hyderabad,49,2657.78,117450.54,11.0,2,91.0,Annual,Debit Card,1,0,139707.91
C105887,57.0,Female,Hyderabad,72,1819.45,123200.94,16.0,5,82.0,Annual,UPI,0,0,148245.0
C105888,30.0,Male,Hyderabad,41,1681.99,66538.07,13.0,0,87.0,Monthly,Credit Card,1,0,95651.89
C105889,62.0,Male,Delhi,39,2464.6,86886.03,2.0,2,10.0,Monthly,UPI,1,0,106007.11
C105890,34.0,Male,Chennai,23,1737.8,39278.19,18.0,4,100.0,Quarterly,Credit Card,0,0,75954.74
C105891,66.0,Female,Bengaluru,13,1849.8,23517.39,18.0,3,49.0,Monthly,UPI,0,0,55458.48
C105892,54.0,Female,Chennai,53,2665.34,147663.88,13.0,6,94.0,Monthly,UPI,0,0,157720.8
C105893,23.0,Female,Pune,70,1806.98,125694.32,7.0,3,36.0,Annual,Bank Transfer,1,0,124313.47
C105894,36.0,Male,Kolkata,57,2312.42,140256.69,18.0,3,63.0,Monthly,Credit Card,1,0,155735.73
C105895,30.0,Male,Mumbai,67,2248.28,150982.65,14.0,4,80.0,Monthly,Debit Card,0,0,165798.34
C105896,43.0,Female,Mumbai,48,1945.02,102356.05,14.0,2,63.0,Monthly,Bank Transfer,1,0,104005.41
C105897,31.0,Male,Bengaluru,20,1892.7,39447.42,16.0,3,71.0,Monthly,Bank Transfer,1,0,67846.98
C105898,48.0,Male,Mumbai,62,1072.83,72639.7,3.0,4,29.0,Annual,Wallet,1,0,63990.33
C105899,21.0,Female,Pune,45,3263.67,131215.48,1.0,3,87.0,Annual,Credit Card,0,0,163166.21
C105900,56.0,Female,Mumbai,63,1913.55,133285.54,11.0,5,71.0,Annual,UPI,0,0,130041.3
C105901,25.0,Male,Bengaluru,8,2205.63,15692.82,24.0,0,100.0,Monthly,Credit Card,1,0,78385.04
C105902,42.0,Male,Mumbai,26,2443.73,70351.99,7.0,4,97.0,Monthly,Wallet,0,0,94890.33
C105903,30.0,Male,Other,38,2036.85,81886.48,23.0,2,60.0,Monthly,Credit Card,0,0,112073.64
C105904,49.0,Female,Kolkata,41,2620.33,114526.67,19.0,6,78.0,Monthly,Bank Transfer,1,0,140872.31
C105905,55.0,Female,Pune,2,2395.81,4452.92,31.0,2,95.0,Quarterly,UPI,0,0,65396.03
C105906,55.0,Female,Bengaluru,7,606.2,4424.94,16.0,4,77.0,Monthly,Wallet,0,0,37258.11
C105907,45.0,Male,Bengaluru,25,1786.24,45988.38,11.0,1,59.0,Monthly,Credit Card,0,0,70547.39
C105908,70.0,Male,Pune,51,416.32,20255.76,5.0,3,66.0,Monthly,Debit Card,1,0,30417.68
C105909,47.0,Female,Hyderabad,50,1614.54,79993.29,19.0,4,54.0,Monthly,Credit Card,0,0,98778.69
C105910,20.0,Other,Mumbai,64,1491.9,100594.16,13.0,1,84.0,Annual,Debit Card,0,0,110690.72
C105911,45.0,Female,Chennai,12,1190.64,14545.96,10.0,3,80.0,Monthly,Wallet,0,0,59363.41
C105912,20.0,Male,Chennai,53,1899.97,94688.56,12.0,3,41.0,Monthly,UPI,0,0,101979.75
C105913,62.0,Female,Chennai,10,2225.76,20285.6,10.0,0,100.0,Monthly,Debit Card,1,0,67047.98
C105914,51.0,Female,Kolkata,61,745.07,42064.7,9.0,3,74.0,Monthly,Debit Card,0,0,62020.53
C105915,33.0,Female,Hyderabad,55,3213.67,196613.33,11.0,0,56.0,Monthly,UPI,1,1,168491.9
C105916,39.0,Female,Pune,68,2096.42,130282.46,29.0,1,68.0,Quarterly,UPI,0,0,167298.28
C105917,49.0,Male,Pune,42,1757.11,72188.49,11.0,3,100.0,Quarterly,Debit Card,0,0,104484.97
C105918,55.0,Male,Other,66,1743.25,116691.48,16.0,2,37.0,Monthly,Credit Card,0,0,111412.2
C105919,25.0,Male,Chennai,44,679.55,29456.02,13.0,3,77.0,Monthly,UPI,1,0,29959.78
C105920,25.0,Female,Mumbai,28,1619.75,40783.85,7.0,3,98.0,Annual,Debit Card,0,0,77303.9
C105921,23.0,Female,Other,58,1357.94,81001.49,19.0,3,72.0,Annual,Wallet,0,0,86564.95
C105922,31.0,Female,Chennai,2,1346.15,2565.48,18.0,3,57.0,Monthly,Debit Card,1,1,37591.95
C105923,49.0,Male,Mumbai,55,2198.67,128909.24,12.0,3,70.0,Monthly,Debit Card,0,0,131370.55
C105924,52.0,Female,Bengaluru,34,1278.03,44743.83,19.0,1,81.0,Monthly,Bank Transfer,0,0,76788.51
C105925,27.0,Female,Hyderabad,20,2048.74,45356.25,14.0,3,89.0,Quarterly,Credit Card,0,0,74002.06
C105926,20.0,Male,Chennai,47,2440.28,104548.95,16.0,1,60.0,Annual,Credit Card,0,0,127524.79
C105927,29.0,Female,Delhi,26,1944.26,50894.28,21.0,3,76.0,Quarterly,Bank Transfer,0,0,80897.56
C105928,66.0,Male,Delhi,1,3092.34,3420.49,12.0,1,100.0,Monthly,UPI,1,0,61505.63
C105929,48.0,Male,Hyderabad,65,1989.3,128818.73,26.0,2,91.0,Quarterly,Credit Card,0,0,144531.76
C105930,46.0,Male,Pune,15,2992.41,42933.25,9.0,4,31.0,Annual,Debit Card,0,0,70660.15
C105931,22.0,Female,Mumbai,14,3015.76,45683.84,21.0,5,63.0,Monthly,Debit Card,0,0,102524.03
C105932,69.0,Female,Mumbai,55,1963.38,96642.93,15.0,6,25.0,Annual,UPI,1,0,116422.73
C105933,42.0,Male,Other,1,3750.54,3895.95,16.0,0,79.0,Quarterly,Debit Card,0,0,81193.14
C105934,58.0,Female,Bengaluru,33,2644.54,82290.59,20.0,2,57.0,Monthly,Debit Card,1,0,108070.78
C105935,48.0,Female,Pune,70,1132.92,72657.84,19.0,2,46.0,Monthly,Bank Transfer,1,0,80830.02
C105936,38.0,Female,Mumbai,56,2616.26,161921.11,7.0,2,37.0,Monthly,Credit Card,0,0,152162.86
C105937,37.0,Male,Delhi,23,1375.68,33484.94,11.0,7,100.0,Quarterly,UPI,1,0,57867.55
C105938,56.0,Female,Chennai,54,2140.14,125997.31,12.0,2,80.0,Quarterly,Debit Card,1,1,137665.91
C105939,39.0,Female,Bengaluru,3,2527.53,7640.99,14.0,3,47.0,Monthly,Debit Card,1,0,50127.89
C105940,21.0,Male,Mumbai,46,2363.71,102231.62,20.0,1,66.0,Monthly,Bank Transfer,1,0,135574.94
C105941,30.0,Male,Bengaluru,6,1638.35,10009.32,5.0,1,75.0,Annual,UPI,0,0,45319.61
C105942,62.0,Female,Bengaluru,25,1254.23,34885.38,18.0,2,64.0,Monthly,Credit Card,1,0,53290.12
C105943,59.0,Male,Pune,17,1112.32,17449.01,17.0,5,84.0,Monthly,UPI,0,0,41600.41
C105944,67.0,Female,Chennai,28,2826.21,86669.69,21.0,3,75.0,Monthly,Bank Transfer,0,0,118777.29
C105945,66.0,Male,Pune,32,2390.64,75422.54,6.0,1,80.0,Monthly,Wallet,0,0,97847.22
C105946,37.0,Female,Chennai,23,2858.12,64682.28,16.0,1,76.0,Annual,UPI,0,0,106102.48
C105947,69.0,Male,Mumbai,16,661.84,10527.19,16.0,3,64.0,Monthly,UPI,0,0,30152.88
C105948,30.0,Male,Other,26,2298.02,64771.28,4.0,3,72.0,Monthly,UPI,0,0,92390.84
C105949,34.0,Male,Other,33,1374.29,46175.86,12.0,2,53.0,Quarterly,Credit Card,0,1,63033.85
C105950,53.0,Female,Bengaluru,58,1076.04,66124.85,8.0,6,61.0,Quarterly,UPI,1,0,74356.78
C105951,50.0,Female,Kolkata,48,935.35,45904.3,10.0,1,72.0,Monthly,Bank Transfer,0,0,60266.02
C105952,18.0,Male,Chennai,55,1849.52,92116.55,23.0,3,72.0,Monthly,Debit Card,1,0,121365.19
C105953,32.0,Male,Hyderabad,41,1641.81,70052.48,22.0,4,98.0,Monthly,UPI,1,0,91112.95
C105954,30.0,Female,Mumbai,62,2389.68,140029.4,14.0,1,97.0,Annual,Bank Transfer,1,0,154276.67
C105955,34.0,Male,Other,17,1874.74,28685.58,26.0,1,52.0,Quarterly,Credit Card,0,0,67781.07
C105956,41.0,Female,Other,59,2487.65,135147.07,13.0,2,82.0,Annual,Debit Card,0,0,159803.67
C105957,25.0,Male,Hyderabad,14,1701.07,24558.27,8.0,2,81.0,Monthly,Credit Card,0,0,51166.49
C105958,67.0,Female,Pune,21,1281.71,28780.35,19.0,1,100.0,Monthly,UPI,0,0,70174.18
C105959,44.0,Female,Pune,63,2436.26,147152.94,18.0,2,100.0,Quarterly,Bank Transfer,1,0,169498.81
C105960,62.0,Other,Bengaluru,46,2166.13,98071.83,13.0,3,75.0,Monthly,Debit Card,0,0,122802.96
C105961,40.0,Female,Delhi,55,1797.1,96684.66,13.0,2,72.0,Quarterly,Credit Card,0,0,108282.99
C105962,63.0,Male,Mumbai,62,1812.51,111736.17,14.0,3,71.0,Monthly,Credit Card,0,0,133490.4
C105963,25.0,Male,Bengaluru,39,1527.08,59184.15,19.0,2,64.0,Monthly,Bank Transfer,0,0,83958.02
C105964,25.0,Female,Pune,42,2212.36,81848.63,19.0,2,86.0,Quarterly,UPI,0,0,122420.49
C105965,43.0,Female,Bengaluru,48,2211.01,114975.12,20.0,2,47.0,Monthly,Bank Transfer,0,0,117283.59
C105966,64.0,Female,Bengaluru,28,1402.31,38113.88,13.0,1,86.0,Annual,Bank Transfer,0,0,75297.79
C105967,30.0,Female,Hyderabad,6,3105.03,19529.45,14.0,2,75.0,Annual,Debit Card,1,0,63725.9
C105968,56.0,Female,Delhi,59,1679.93,88884.61,15.0,1,99.0,Quarterly,UPI,1,0,117099.15
C105969,54.0,Male,Chennai,70,1537.88,118060.3,9.0,6,54.0,Monthly,UPI,1,0,102500.92
C105970,66.0,Male,Chennai,39,2834.08,119114.72,7.0,2,57.0,Annual,UPI,1,0,132644.23
C105971,45.0,Male,Mumbai,57,2237.23,132466.24,23.0,1,100.0,Monthly,Debit Card,0,0,137303.14
C105972,42.0,Male,Hyderabad,54,2156.37,103127.78,15.0,2,17.0,Monthly,Debit Card,0,0,120052.82
C105973,33.0,Female,Kolkata,60,2212.67,144144.81,9.0,2,100.0,Monthly,UPI,0,0,156062.33
C105974,19.0,Male,Chennai,17,2573.43,46107.02,11.0,2,32.0,Quarterly,Bank Transfer,1,0,73926.38
C105975,35.0,Male,Bengaluru,40,1347.82,59692.7,11.0,3,100.0,Annual,Debit Card,1,0,69846.89
C105976,34.0,Male,Hyderabad,66,1655.57,117871.63,19.0,2,70.0,Annual,Debit Card,0,0,127994.35
C105977,47.0,Male,Hyderabad,54,3063.74,183400.57,15.0,0,71.0,Annual,Bank Transfer,0,0,187364.15
C105978,56.0,Male,Kolkata,71,1588.9,111674.44,12.0,0,100.0,Annual,UPI,0,0,127606.08
C105979,30.0,Female,Chennai,44,1095.36,52020.18,2.0,4,78.0,Monthly,Debit Card,1,0,60690.39
C105980,49.0,Male,Delhi,67,2061.24,139188.82,17.0,2,100.0,Monthly,UPI,1,0,160600.54
C105981,67.0,Female,Hyderabad,57,1523.7,96540.03,4.0,3,100.0,Monthly,Wallet,1,0,103168.66
C105982,46.0,Female,Delhi,36,2200.6,70358.88,12.0,1,49.0,Quarterly,UPI,0,0,104153.15
C105983,63.0,Female,Kolkata,57,1696.98,91535.59,25.0,2,88.0,Monthly,Credit Card,1,0,120576.63
C105984,47.0,Male,Bengaluru,43,1518.54,58229.47,5.0,0,65.0,Quarterly,Debit Card,1,0,91462.0
C105985,35.0,Male,Mumbai,44,1419.16,62029.91,11.0,2,70.0,Annual,Credit Card,0,0,81754.54
C105986,30.0,Male,Other,62,2127.67,140419.3,8.0,1,51.0,Monthly,Bank Transfer,1,0,132676.06
C105987,60.0,Male,Delhi,61,1653.01,103152.57,5.0,4,18.0,Monthly,UPI,0,0,89666.87
C105988,38.0,Female,Hyderabad,11,1911.46,22456.44,11.0,4,66.0,Monthly,Wallet,0,0,52345.47
C105989,47.0,Female,Bengaluru,33,1529.85,50740.98,13.0,2,82.0,Annual,Credit Card,0,0,79673.08
C105990,44.0,Female,Hyderabad,66,2085.13,122879.75,23.0,5,64.0,Monthly,Credit Card,1,0,143065.03
C105991,65.0,Male,Kolkata,23,2041.24,50840.51,11.0,4,100.0,Annual,UPI,0,0,81349.82
C105992,34.0,Female,Delhi,49,1997.2,98294.08,19.0,3,100.0,Annual,Credit Card,0,0,128106.93
C105993,57.0,Male,Other,20,2121.88,44692.13,26.0,2,76.0,Monthly,UPI,1,0,84853.79
C105994,36.0,Female,Hyderabad,15,702.72,10020.77,29.0,2,70.0,Annual,UPI,0,0,43392.06
C105995,69.0,Female,Chennai,66,1115.93,82435.4,10.0,4,100.0,Monthly,Debit Card,0,1,92719.83
C105996,32.0,Male,Hyderabad,30,1678.88,49038.87,26.0,2,90.0,Monthly,Wallet,1,0,82647.5
C105997,26.0,Male,Bengaluru,4,1887.6,8270.6,19.0,0,55.0,Monthly,UPI,1,1,42463.79
C105998,69.0,Female,Hyderabad,64,2278.23,134538.93,23.0,1,79.0,Annual,Debit Card,0,0,185596.92
C105999,27.0,Male,Bengaluru,65,1372.0,93082.84,8.0,2,90.0,Monthly,Debit Card,0,0,107919.51
C106000,61.0,Male,Pune,8,2001.46,15947.02,12.0,6,96.0,Monthly,UPI,0,0,54960.89
C106001,48.0,Male,Hyderabad,52,1538.62,89200.54,18.0,1,79.0,Quarterly,Debit Card,1,0,110689.72
C106002,70.0,Male,Chennai,14,1304.17,19024.84,4.0,4,66.0,Monthly,Debit Card,1,0,49130.3
C106003,40.0,Female,Kolkata,58,2173.95,117481.41,10.0,2,84.0,Monthly,UPI,0,0,138211.84
C106004,69.0,Female,Other,11,2541.13,26977.68,5.0,2,54.0,Annual,Credit Card,0,0,58794.88
C106005,47.0,Female,Bengaluru,59,2234.79,132468.04,12.0,1,100.0,Monthly,Wallet,0,0,151572.37
C106006,50.0,Male,Other,24,1918.97,50157.64,13.0,2,59.0,Monthly,Debit Card,0,0,83125.92
C106007,69.0,Female,Bengaluru,32,2025.58,64919.76,34.0,1,84.0,Monthly,Debit Card,1,0,107470.49
C106008,26.0,Female,Chennai,46,2274.09,94082.37,17.0,2,67.0,Annual,Credit Card,1,0,123901.18
C106009,64.0,Male,Kolkata,28,2399.18,61390.24,4.0,5,86.0,Monthly,UPI,1,0,92817.67
C106010,18.0,Male,Pune,16,2769.41,43843.99,17.0,2,100.0,Monthly,Credit Card,0,0,91114.63
C106011,61.0,Female,Pune,42,2743.93,105077.57,1.0,2,93.0,Annual,Bank Transfer,1,0,136598.66
C106012,52.0,Male,Pune,16,884.75,13874.26,20.0,1,67.0,Monthly,Debit Card,0,0,41599.81
C106013,28.0,Male,Bengaluru,12,1484.22,16978.58,21.0,3,87.0,Quarterly,Bank Transfer,1,0,53244.11
C106014,51.0,Male,Mumbai,62,3164.05,173872.53,5.0,1,79.0,Annual,Credit Card,0,0,201487.73
C106015,33.0,Male,Chennai,34,765.93,29013.29,18.0,2,74.0,Monthly,UPI,0,0,66594.02
C106016,26.0,Male,Chennai,38,1519.64,61279.07,13.0,1,54.0,Monthly,UPI,0,0,88831.12
C106017,49.0,Male,Hyderabad,47,3030.36,145999.2,9.0,1,100.0,Monthly,UPI,0,0,172696.88
C106018,32.0,Female,Bengaluru,22,1040.71,21756.99,26.0,2,100.0,Quarterly,UPI,0,0,65830.56
C106019,29.0,Male,Pune,3,1290.36,3553.68,12.0,3,100.0,Monthly,Bank Transfer,1,0,43905.82
C106020,50.0,Female,Kolkata,1,1734.88,1692.47,17.0,1,100.0,Quarterly,Debit Card,0,1,55897.49
C106021,62.0,Male,Mumbai,53,926.92,43376.14,12.0,4,100.0,Monthly,Debit Card,0,0,70852.27
C106022,31.0,Female,Mumbai,64,2351.88,152121.59,25.0,1,93.0,Monthly,UPI,0,0,167014.42
C106023,25.0,Female,Delhi,44,2145.32,83144.83,14.0,1,80.0,Monthly,Wallet,0,0,121288.79
